Col 1,UID,Name,Rec,DOB,Inf,Club,Based,Nat,Height,Weight,Age,Position,Transfer Value,Media Description,Rc Injury,Preferred Foot,Left Foot,Right Foot,Caps,AT Apps,AT Gls,AT Lge Apps,AT Lge Gls,Team,Yth Apps,Yth Gls,Acc,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat.1,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Vers,Temp,Spor,Prof,Pres,Loy,Inj Pr,Imp M,Dirt,Amb,Ada,Cons,Cont,Media Handling
243,2002078556,Héctor Castillo,- - -,26/5/2006 (16 years old),Ctr,Murrieta Surf,U.S.A. (Southwest Division),USA,"5'10""",67 kg,16,GK,0$,Young goalkeeper,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,5,6,4,7,6,7,1,6,1,9,13,10,9,3,5,6,6,3,13,3,3,2,11,9,9,1,10,6,2,1,2,2,3,18,12,1,5,9,4,9,9,10,10,7,11,10,4,9,13,12,10,12,13,8,10,15,12,8,7,8,Level-headed
244,2002078555,Bruno Vlastelica,- - -,9/11/2006 (15 years old),Ctr,Murrieta Surf,U.S.A. (Southwest Division),USA,"6'3""",71 kg,15,GK,0$,Young goalkeeper,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,7,7,6,8,10,8,3,5,5,6,9,13,12,1,7,9,10,1,10,1,2,1,2,5,13,1,10,6,1,6,1,11,2,10,6,2,3,12,6,8,11,7,13,10,12,14,12,10,16,16,12,14,12,10,18,12,10,9,5,5,Level-headed
245,2002078554,Drew Salazar,- - -,20/11/2006 (15 years old),Ama,Midwest United,U.S.A. (MLS Next - Mid-Am Div),USA,"6'0""",70 kg,15,D (C),0$,Enthusiastic center back,-,Right,Fairly Strong,Very Strong,0,-,-,-,-,,-,-,8,16,7,3,8,18,12,9,11,3,2,3,9,7,11,9,2,6,5,8,6,7,2,1,14,9,4,8,5,7,4,4,7,14,9,3,6,9,10,2,3,8,16,9,7,17,1,10,10,12,14,8,5,4,6,10,15,13,12,10,Media-friendly
246,2002078553,Ashley Evans,- - -,28/10/2005 (16 years old),Ama,Midwest United,U.S.A. (MLS Next - Mid-Am Div),USA,"5'11""",66 kg,16,D (C),0$,Young center back,-,Right,Fairly Strong,Very Strong,0,-,-,-,-,,-,-,11,14,6,2,10,12,14,6,10,1,3,3,10,6,8,8,4,4,12,8,3,7,6,1,14,9,3,6,3,7,7,4,5,17,8,5,6,10,9,1,3,13,13,8,7,13,1,8,13,3,13,11,6,5,11,9,14,5,8,14,Media-friendly
247,2002078552,Ibrahim Oudou Billo,- - -,4/9/2006 (15 years old),Ama,Midwest United,U.S.A. (MLS Next - Mid-Am Div),USA,"5'7""",56 kg,15,AM (R),0$,Young winger,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,15,7,7,2,13,9,3,3,6,1,2,3,4,2,10,11,2,7,12,1,6,5,5,3,7,8,2,5,12,8,8,1,12,11,7,9,5,6,6,3,2,9,6,7,14,12,3,11,16,13,17,9,12,11,8,12,10,14,5,10,Level-headed
248,2002078551,Steve Martin,- - -,13/4/2005 (17 years old),Ama,Midwest United,U.S.A. (MLS Next - Mid-Am Div),USA,"5'10""",67 kg,17,ST (C),0$,Young striker,-,Left,Very Strong,Fairly Strong,0,-,-,-,-,,-,-,14,6,3,3,10,5,2,4,5,1,2,2,2,6,8,13,3,8,11,1,3,5,1,2,8,6,2,1,11,8,13,1,13,12,9,5,2,5,9,3,3,2,11,5,14,8,3,12,10,11,14,8,5,7,11,7,18,8,8,8,Media-friendly
249,2002078550,Roberto Mendoza,- - -,9/2/2005 (17 years old),Ama,Midwest United,U.S.A. (MLS Next - Mid-Am Div),BOL,"5'9""",64 kg,17,ST (C),0$,Young striker,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,14,11,4,3,14,8,4,4,7,2,1,1,2,5,8,13,3,12,13,3,1,7,11,3,5,5,2,2,14,12,14,2,14,6,10,6,5,5,9,2,2,8,6,8,11,3,2,10,12,11,12,8,12,10,8,8,1,15,10,6,Media-friendly
250,2002078549,Velimir Čorić,- - -,31/1/2005 (17 years old),Ama,Midwest United,U.S.A. (MLS Next - Mid-Am Div),USA,"6'0""",71 kg,17,ST (C),0$,Young striker,-,Left,Very Strong,Fairly Strong,0,-,-,-,-,,-,-,15,11,7,2,12,6,1,6,12,3,3,2,2,8,7,13,1,6,14,3,1,4,1,2,9,6,2,5,12,12,14,2,9,11,10,6,3,6,10,3,2,7,6,6,13,15,1,11,8,10,11,1,8,5,4,7,10,11,14,16,Outspoken
251,2002078548,Eliud Ortiz,- - -,24/1/2006 (16 years old),Ama,Midwest United,U.S.A. (MLS Next - Mid-Am Div),USA,"5'10""",68 kg,16,DM,0$,Young midfielder,-,Either,Very Strong,Very Strong,0,-,-,-,-,,-,-,7,10,7,3,15,15,8,9,8,1,3,2,8,6,11,8,3,7,14,8,6,6,4,3,10,13,4,7,5,14,7,1,7,5,12,4,5,8,10,3,3,5,7,9,8,10,3,10,11,12,13,10,10,7,7,4,5,10,9,6,Media-friendly
252,2002078547,Ian Davis,- - -,4/10/2006 (15 years old),Ama,Midwest United,U.S.A. (MLS Next - Mid-Am Div),USA,"5'7""",55 kg,15,AM (LC),0$,Promising attacking midfielder,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,8,8,13,3,12,11,6,5,10,3,3,1,8,6,12,9,1,13,18,7,7,8,12,2,9,3,4,9,13,14,11,3,8,9,9,10,8,7,12,3,4,10,12,8,10,8,2,14,15,13,10,9,10,8,11,9,10,12,10,8,Media-friendly
253,2002078546,Alessandro Ortolani,- - -,9/12/2006 (15 years old),Ctr,Midwest United,U.S.A. (MLS Next - Mid-Am Div),USA,"6'2""",72 kg,15,M (RLC),0$,Promising midfielder,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,10,8,7,1,13,11,14,8,13,1,3,1,9,5,11,11,3,8,7,9,6,9,1,3,12,7,1,11,11,9,6,1,6,12,8,6,8,8,9,2,3,10,10,11,12,16,1,14,17,14,14,13,14,5,13,9,13,20,10,7,Level-headed
254,2002078545,Jake Mulgrew,- - -,14/1/2006 (16 years old),Ctr,Midwest United,U.S.A. (MLS Next - Mid-Am Div),USA,"5'5""",57 kg,16,M (R),0$,Young winger,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,12,7,5,2,11,8,8,6,12,1,1,2,4,9,9,9,3,8,13,9,6,6,5,3,5,5,2,6,6,8,7,1,9,14,13,7,10,7,7,1,3,11,13,8,7,7,2,10,12,14,11,12,16,9,11,9,3,9,12,8,Level-headed
255,2002078544,Hiram Morales,- - -,29/1/2005 (17 years old),Ctr,Midwest United,U.S.A. (MLS Next - Mid-Am Div),MEX,"5'8""",62 kg,17,AM (R),0$,Young winger,-,Right Only,Weak,Very Strong,0,-,-,-,-,,-,-,13,14,6,1,9,11,5,3,9,1,3,3,4,9,10,12,2,9,10,4,7,8,4,1,1,6,1,4,16,12,9,3,10,4,7,10,5,4,7,2,2,8,5,6,12,6,2,12,12,10,11,11,11,9,11,12,2,7,9,8,Media-friendly
256,2002078543,Steven Espinoza,- - -,3/7/2006 (15 years old),Ctr,Midwest United,U.S.A. (MLS Next - Mid-Am Div),USA,"5'11""",60 kg,15,M/AM (L),0$,Young winger,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,14,6,6,2,11,5,5,4,6,2,2,3,4,2,8,12,1,8,18,3,4,7,10,1,11,3,1,5,12,6,11,2,7,15,7,10,6,7,7,2,3,8,13,5,11,2,4,8,15,13,11,11,12,4,13,17,17,5,15,5,Level-headed
257,2002078542,Željko Erlić,- - -,22/5/2006 (16 years old),Ctr,Midwest United,U.S.A. (MLS Next - Mid-Am Div),USA,"5'4""",56 kg,16,M/AM (L),0$,Young winger,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,12,11,6,2,8,12,7,6,13,2,1,3,6,3,10,7,1,9,5,7,5,7,8,2,5,6,3,12,11,8,11,2,8,10,9,9,7,9,8,1,2,7,5,9,10,10,3,13,5,9,13,13,3,13,12,13,16,12,12,11,"Volatile, Media-friendly"
258,2002078541,James Sifuentes,- - -,20/11/2006 (15 years old),Ctr,Midwest United,U.S.A. (MLS Next - Mid-Am Div),USA,"5'10""",64 kg,15,D (C),0$,Young center back,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,9,9,8,1,10,7,9,8,9,2,2,3,9,6,10,11,2,6,16,9,5,5,5,2,12,7,2,3,4,9,7,3,7,4,9,9,6,9,9,2,4,10,8,10,10,8,3,8,13,14,11,11,11,5,14,8,4,9,14,7,Level-headed
259,2002078540,Clark Seymour,- - -,11/1/2005 (17 years old),Ctr,Midwest United,U.S.A. (MLS Next - Mid-Am Div),USA,"6'4""",83 kg,17,D (C),0$,Young center back,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,9,11,5,3,8,7,15,9,11,1,3,2,11,5,7,10,2,7,11,9,5,6,2,2,15,9,2,6,6,8,5,3,6,12,8,7,4,8,9,2,1,9,14,10,10,11,2,13,12,9,13,15,12,7,10,11,12,11,10,11,Level-headed
260,2002078539,Omar Lugo,- - -,3/7/2006 (15 years old),Ctr,Midwest United,U.S.A. (MLS Next - Mid-Am Div),USA,"6'5""",76 kg,15,D (LC),0$,Young center back,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,8,13,4,3,6,16,8,6,9,3,1,1,6,1,6,7,1,5,14,7,4,1,4,3,13,13,3,5,4,6,1,3,4,6,11,11,6,8,7,1,2,18,14,7,9,13,1,7,13,13,13,12,12,8,13,11,6,12,7,6,Level-headed
261,2002078538,Craig Crane,- - -,22/6/2006 (16 years old),Ctr,Midwest United,U.S.A. (MLS Next - Mid-Am Div),USA,"5'10""",65 kg,16,D (R),0$,Enthusiastic full back,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,13,16,7,1,7,16,10,6,12,3,3,3,8,6,7,10,1,5,11,7,5,6,8,3,10,6,2,6,2,7,5,3,10,14,11,8,5,8,6,2,1,17,13,7,9,11,2,13,17,15,14,17,16,4,14,6,6,17,6,4,Unflappable
262,2002078537,Cristian Lara,- - -,12/1/2005 (17 years old),Ctr,Midwest United,U.S.A. (MLS Next - Mid-Am Div),USA,"5'9""",65 kg,17,D/WB (L),0$,Young full back,-,Left,Very Strong,Fairly Strong,0,-,-,-,-,,-,-,10,12,8,1,12,7,11,7,9,2,3,3,10,6,8,9,4,4,16,9,5,6,5,1,5,6,2,2,9,7,7,1,7,3,9,10,6,10,8,2,2,18,7,9,9,10,3,7,12,11,12,6,12,8,11,14,4,11,10,9,Media-friendly
263,2002078536,Devin Grayson,- - -,27/5/2006 (16 years old),Ctr,Midwest United,U.S.A. (MLS Next - Mid-Am Div),USA,"5'8""",62 kg,16,GK,0$,Young goalkeeper,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,9,6,2,5,8,3,1,4,4,7,17,9,9,2,6,6,8,2,9,3,1,1,3,6,8,1,11,7,2,3,1,2,2,14,11,1,2,10,6,9,10,5,5,7,11,11,11,6,6,11,11,3,4,12,4,9,19,14,9,18,"Outspoken, Volatile"
264,2002078535,Irfan Mensah,- - -,29/5/2005 (17 years old),Ctr,Midwest United,U.S.A. (MLS Next - Mid-Am Div),BLZ,"6'0""",69 kg,17,GK,0$,Young goalkeeper,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,11,11,9,6,9,9,2,5,6,15,11,12,10,2,6,13,9,3,13,3,2,2,8,9,10,1,10,5,2,7,3,1,2,12,7,2,4,10,7,10,11,9,11,8,12,15,10,11,2,2,11,8,6,6,8,9,16,13,14,6,"Media-friendly, Short-tempered, Confrontational"
265,2002078534,James Johnson,- - -,15/1/2006 (16 years old),Ama,Michigan Wolves,U.S.A. (MLS Next - Mid-Am Div),USA,"6'4""",78 kg,16,M (C),0$,Promising midfielder,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,8,11,10,1,10,11,12,9,14,1,4,1,10,8,10,12,3,9,10,9,5,9,14,1,15,8,3,11,2,10,8,2,9,13,11,7,8,11,8,2,1,10,9,11,12,14,3,11,15,16,15,10,17,10,13,13,10,11,7,3,Reserved
266,2002078533,Andres Spencer,- - -,17/12/2005 (16 years old),Ama,Michigan Wolves,U.S.A. (MLS Next - Mid-Am Div),USA,"6'0""",68 kg,16,ST (C),0$,Enthusiastic striker,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,9,15,5,3,12,16,2,4,10,1,2,1,4,8,7,10,3,8,7,3,3,5,12,3,5,5,1,9,12,13,17,3,8,15,5,5,5,4,7,1,2,3,5,6,10,15,1,10,11,14,15,12,11,12,15,5,14,12,13,11,Level-headed
267,2002078532,Jimmy Guitar,- - -,9/1/2006 (16 years old),Ama,Michigan Wolves,U.S.A. (MLS Next - Mid-Am Div),USA,"5'3""",55 kg,16,D (L),0$,Young full back,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,9,14,8,4,14,18,15,6,9,2,3,4,8,5,11,10,2,8,17,9,6,7,8,3,2,15,2,5,3,11,7,2,8,8,10,15,9,9,10,4,1,10,9,12,10,10,1,10,11,11,10,13,11,3,11,6,11,13,11,8,Media-friendly
268,2002078531,Richard Haces,- - -,6/12/2005 (16 years old),Ama,Michigan Wolves,U.S.A. (MLS Next - Mid-Am Div),MEX,"5'10""",64 kg,16,ST (C),0$,Young striker,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,14,5,1,4,14,1,3,4,10,3,1,2,2,5,6,13,4,10,11,3,3,3,8,3,7,6,4,2,13,9,14,2,7,14,5,8,3,5,8,3,3,4,9,5,12,12,2,6,16,8,14,9,13,12,9,11,13,7,9,7,Level-headed
269,2002078530,Marco Medina,- - -,1/6/2006 (16 years old),Ama,Michigan Wolves,U.S.A. (MLS Next - Mid-Am Div),USA,"5'8""",57 kg,16,ST (C),0$,Young striker,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,14,7,7,1,12,12,2,2,7,3,2,2,4,6,6,13,1,11,16,3,3,3,2,3,6,10,1,10,13,8,15,3,13,12,10,5,6,5,12,1,3,9,6,9,12,7,1,7,12,11,12,8,4,2,8,10,15,11,6,10,Media-friendly
270,2002078529,Doug Tran,- - -,22/4/2005 (17 years old),Ama,Michigan Wolves,U.S.A. (MLS Next - Mid-Am Div),USA,"6'0""",77 kg,17,ST (C),0$,Young striker,-,Right,Fairly Strong,Very Strong,0,-,-,-,-,,-,-,10,10,7,2,11,8,6,14,5,2,1,1,6,7,7,10,4,7,14,6,3,7,2,1,10,12,2,14,10,8,8,2,10,11,12,7,9,9,8,2,4,11,13,11,8,9,2,8,9,11,10,2,10,4,3,11,8,6,4,16,Outspoken
271,2002078528,Richard Priest,- - -,5/3/2006 (16 years old),Ama,Michigan Wolves,U.S.A. (MLS Next - Mid-Am Div),USA,"5'10""",68 kg,16,AM (C),0$,Promising attacking midfielder,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,14,11,11,1,14,9,6,8,8,2,1,2,9,4,13,11,3,9,12,7,5,10,2,3,8,6,3,12,14,12,11,3,7,12,10,10,7,8,8,3,2,3,8,10,11,7,1,8,16,19,14,13,13,6,12,10,12,15,10,2,Level-headed
272,2002078527,Rory Abrams,- - -,3/2/2005 (17 years old),Ama,Michigan Wolves,U.S.A. (MLS Next - Mid-Am Div),USA,"6'0""",70 kg,17,AM (RLC),0$,Young winger,-,Either,Very Strong,Strong,0,-,-,-,-,,-,-,12,10,5,2,15,15,5,5,9,3,2,3,5,6,8,12,2,8,12,5,3,8,1,2,8,3,1,7,14,11,7,1,10,3,6,6,6,6,8,1,1,7,10,8,12,7,1,11,18,18,13,17,13,3,16,7,3,7,9,12,Unflappable
273,2002078526,Jack Cicerone,- - -,28/4/2006 (16 years old),Ctr,Michigan Wolves,U.S.A. (MLS Next - Mid-Am Div),USA,"5'7""",58 kg,16,AM (RC),0$,Promising attacking midfielder,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,11,14,8,1,13,10,7,4,10,3,2,1,6,5,11,15,2,8,10,4,5,6,1,2,6,6,3,6,12,8,11,2,10,4,7,7,5,6,7,3,1,4,7,7,13,15,3,8,9,10,13,8,14,8,9,7,3,14,13,9,Level-headed
274,2002078525,Jeremy Smith,- - -,27/5/2005 (17 years old),Ctr,Michigan Wolves,U.S.A. (MLS Next - Mid-Am Div),USA,"5'8""",61 kg,17,M/AM (R),0$,Young winger,-,Right,Fairly Strong,Very Strong,0,-,-,-,-,,-,-,15,7,7,3,13,7,4,3,9,2,2,2,4,2,8,13,2,10,13,4,3,5,1,2,3,8,3,2,15,8,7,1,9,11,7,8,5,6,7,3,1,4,12,7,15,6,2,11,12,13,13,9,3,10,9,6,15,7,11,5,Media-friendly
275,2002078524,John Athanas,- - -,24/7/2006 (15 years old),Ctr,Michigan Wolves,U.S.A. (MLS Next - Mid-Am Div),TAN,"5'8""",60 kg,15,AM (R),0$,Promising winger,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,16,7,6,2,14,7,3,6,8,2,1,1,6,5,9,12,3,9,5,3,3,5,3,1,8,2,2,6,13,9,8,2,14,18,7,9,4,7,8,3,2,15,8,9,11,12,3,9,13,15,11,13,16,8,13,11,17,10,15,4,Level-headed
276,2002078523,Josh Kronewetter,- - -,13/8/2005 (16 years old),Ctr,Michigan Wolves,U.S.A. (MLS Next - Mid-Am Div),USA,"5'10""",65 kg,16,M (L),0$,Promising winger,-,Left,Very Strong,Fairly Strong,0,-,-,-,-,,-,-,14,14,7,2,14,9,8,6,10,1,2,1,5,3,8,15,4,8,11,4,6,11,6,4,10,3,2,5,12,9,7,2,10,19,7,9,6,6,8,2,2,10,11,8,12,12,2,11,13,14,12,12,16,13,12,13,17,13,7,5,Level-headed
277,2002078522,Charles Miller,- - -,23/11/2006 (15 years old),Ctr,Michigan Wolves,U.S.A. (MLS Next - Mid-Am Div),USA,"5'10""",61 kg,15,M/AM (L),0$,Promising winger,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,13,14,9,3,10,10,6,6,9,2,1,2,5,2,9,11,2,9,16,5,6,5,7,1,9,3,3,12,10,6,8,2,10,9,6,14,10,5,7,1,2,9,11,7,11,10,2,11,11,12,10,2,9,8,4,7,9,14,9,18,Outspoken
278,2002078521,Matt Gutiérrez,- - -,5/6/2005 (17 years old),Ctr,Michigan Wolves,U.S.A. (MLS Next - Mid-Am Div),USA,"6'0""",70 kg,17,D (RC),0$,Young center back,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,11,10,2,1,12,15,10,6,9,3,1,1,9,6,7,10,2,6,14,7,6,8,10,2,12,8,3,2,5,9,4,1,6,7,13,10,5,10,7,3,3,12,8,8,9,12,2,8,13,11,10,7,14,12,7,10,3,8,9,6,Media-friendly
279,2002078520,Chris Steinwascher,- - -,21/4/2006 (16 years old),Ctr,Michigan Wolves,U.S.A. (MLS Next - Mid-Am Div),USA,"6'3""",75 kg,16,D (C),0$,Young center back,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,8,7,6,4,11,11,6,7,11,4,1,3,9,6,9,9,1,6,15,8,7,4,4,4,14,11,4,4,5,8,6,2,6,6,9,3,6,10,10,1,3,19,14,8,9,9,3,8,15,16,10,18,9,5,16,14,2,17,6,15,"Outspoken, Unflappable"
280,2002078519,Lee Huerta,- - -,17/11/2005 (16 years old),Ctr,Michigan Wolves,U.S.A. (MLS Next - Mid-Am Div),USA,"6'2""",76 kg,16,D (LC),0$,Young center back,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,10,9,4,1,6,7,11,9,10,3,2,3,7,5,7,7,3,4,10,7,4,4,9,1,11,7,3,4,4,9,5,3,5,11,13,7,4,9,6,2,3,11,6,8,8,12,3,8,10,11,11,13,11,6,13,8,10,17,7,7,Media-friendly
281,2002078518,Enrique Ascencio,- - -,25/8/2006 (15 years old),Ctr,Michigan Wolves,U.S.A. (MLS Next - Mid-Am Div),MEX,"5'7""",55 kg,15,D (R),0$,Young full back,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,13,13,5,3,5,18,7,4,8,3,2,2,7,4,6,10,2,5,12,5,3,3,14,3,6,6,3,2,5,5,4,2,4,2,9,9,4,6,5,2,3,10,6,7,10,13,3,6,13,13,12,8,11,8,7,15,2,12,5,11,Level-headed
282,2002078517,Steve Hart,- - -,3/1/2006 (16 years old),Ctr,Michigan Wolves,U.S.A. (MLS Next - Mid-Am Div),USA,"6'0""",69 kg,16,D (L),0$,Young full back,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,13,6,8,2,12,10,9,6,11,2,2,2,6,4,5,12,1,4,7,7,5,4,13,1,8,4,3,1,8,7,4,2,4,10,11,9,5,8,6,2,2,9,12,8,12,8,3,6,10,9,12,12,11,4,12,8,8,8,9,9,Media-friendly
283,2002078516,Jesús López,- - -,5/12/2005 (16 years old),Ama,Michigan Wolves,U.S.A. (MLS Next - Mid-Am Div),MEX,"6'0""",68 kg,16,GK,0$,Young goalkeeper,-,Right Only,Weak,Very Strong,0,-,-,-,-,,-,-,8,4,1,2,1,4,1,3,1,12,13,6,8,3,5,6,7,3,12,2,2,1,5,7,9,1,10,6,1,1,3,14,2,3,12,3,3,10,2,5,8,9,3,6,12,6,5,9,12,13,10,8,12,4,8,8,2,10,8,7,Level-headed
284,2002078515,Svetoslav Ganev,- - -,10/12/2006 (15 years old),Ctr,Michigan Wolves,U.S.A. (MLS Next - Mid-Am Div),USA,"6'0""",70 kg,15,GK,0$,Promising goalkeeper,-,Right,Fairly Strong,Very Strong,0,-,-,-,-,,-,-,9,6,14,8,8,6,2,8,6,10,12,8,11,3,6,7,11,2,9,2,3,3,7,8,8,1,12,6,1,4,1,2,3,15,14,3,4,11,6,8,11,7,13,8,12,11,11,7,20,17,12,12,14,8,11,8,17,5,8,3,Level-headed
285,2002078514,Kevin Morelli,- - -,16/12/2005 (16 years old),Ama,Michigan Jaguars,U.S.A. (MLS Next - Mid-Am Div),USA,"5'10""",68 kg,16,AM (C),0$,Promising attacking midfielder,-,Right,Fairly Strong,Very Strong,0,-,-,-,-,,-,-,8,7,10,1,16,8,7,8,9,1,2,3,8,6,12,9,2,9,13,7,3,11,7,1,10,5,1,12,19,11,11,1,7,4,10,9,7,9,8,2,3,12,8,10,8,11,3,12,3,6,11,10,12,5,12,8,4,5,10,9,"Volatile, Media-friendly, Confrontational"
286,2002078513,Aaron Guitar,- - -,22/11/2005 (16 years old),Ama,Michigan Jaguars,U.S.A. (MLS Next - Mid-Am Div),USA,"5'9""",62 kg,16,M (C),0$,Young midfielder,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,9,10,14,2,13,8,7,6,6,3,3,4,10,3,11,7,3,7,13,9,6,7,11,1,6,4,3,4,4,14,7,2,7,17,11,6,8,8,10,2,1,9,8,8,7,11,2,13,12,11,12,12,14,9,13,11,13,10,14,7,Media-friendly
287,2002078512,Roberto Molteni,- - -,4/2/2005 (17 years old),Ama,Michigan Jaguars,U.S.A. (MLS Next - Mid-Am Div),USA,"5'8""",66 kg,17,WB (L),0$,Attacking full back,-,Left,Very Strong,Fairly Strong,0,-,-,-,-,,-,-,14,12,8,3,11,9,9,7,13,3,1,2,9,5,7,9,2,8,10,9,4,2,3,2,8,6,1,5,4,8,4,2,6,15,10,13,8,9,7,3,1,9,12,7,13,15,3,12,14,16,13,15,15,10,15,7,6,13,10,5,Level-headed
288,2002078511,Mauricio Domínguez,- - -,23/7/2006 (15 years old),Ama,Michigan Jaguars,U.S.A. (MLS Next - Mid-Am Div),MEX,"5'7""",57 kg,15,ST (C),0$,Promising striker,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,13,5,9,3,15,6,3,6,7,2,1,1,6,4,9,14,4,11,12,3,4,6,10,2,5,6,3,6,14,10,11,3,15,4,9,7,7,5,10,3,2,7,14,10,14,13,2,12,12,12,12,9,14,6,10,9,4,11,10,7,Level-headed
289,2002078510,Ugochukwu Asuquo,- - -,13/6/2006 (16 years old),Ama,Michigan Jaguars,U.S.A. (MLS Next - Mid-Am Div),USA,"6'0""",67 kg,16,"AM (R), ST (C)",0$,Young striker,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,12,12,8,2,11,9,3,4,9,3,2,3,3,5,7,12,2,10,14,4,4,6,10,1,7,5,1,6,11,9,8,1,14,6,7,10,5,5,7,2,2,9,10,5,11,8,3,11,10,12,12,9,13,7,8,10,3,14,15,7,Level-headed
290,2002078509,Hussein Barakat,- - -,18/2/2005 (17 years old),Ama,Michigan Jaguars,U.S.A. (MLS Next - Mid-Am Div),USA,"5'11""",69 kg,17,ST (C),0$,Young striker,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,12,5,3,1,11,7,3,5,6,3,2,3,2,5,6,13,1,6,7,3,3,4,7,1,8,6,3,11,11,12,13,3,10,5,9,3,6,3,10,3,2,14,10,7,11,9,4,7,11,9,11,10,12,10,6,13,3,14,11,7,Media-friendly
291,2002078508,Arthur Al-Hussain,- - -,10/11/2006 (15 years old),Ama,Michigan Jaguars,U.S.A. (MLS Next - Mid-Am Div),USA,"6'3""",74 kg,15,AM (LC),0$,Promising attacking midfielder,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,10,7,13,1,11,11,5,9,7,3,1,2,5,6,13,9,4,11,11,3,6,6,13,2,13,7,3,6,10,15,10,3,10,10,12,6,4,6,12,3,3,6,12,8,9,14,4,11,11,11,10,2,9,9,2,12,8,14,9,17,Outspoken
292,2002078507,Danny May,- - -,18/8/2006 (15 years old),Ama,Michigan Jaguars,U.S.A. (MLS Next - Mid-Am Div),USA,"5'5""",55 kg,15,DM,0$,Promising midfielder,-,Either,Strong,Very Strong,0,-,-,-,-,,-,-,11,12,9,1,14,7,16,5,11,1,3,2,13,4,12,8,1,7,13,10,5,7,13,1,4,5,1,5,6,10,6,1,6,8,7,5,6,6,8,2,2,18,13,12,9,10,2,10,9,11,8,11,11,4,13,15,11,5,6,11,Media-friendly
293,2002078506,Oliver Mullen,- - -,21/5/2005 (17 years old),Ctr,Michigan Jaguars,U.S.A. (MLS Next - Mid-Am Div),USA,"5'7""",62 kg,17,M (RC),0$,Young midfielder,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,10,12,9,2,10,8,9,8,14,2,2,2,9,5,11,11,3,9,13,7,7,9,1,1,6,8,2,4,9,10,7,1,7,11,12,8,7,7,7,1,2,5,7,7,9,9,3,10,15,10,18,7,10,8,5,9,10,12,8,9,Media-friendly
294,2002078505,Claudio Storey,- - -,16/10/2006 (15 years old),Ctr,Michigan Jaguars,U.S.A. (MLS Next - Mid-Am Div),USA,"5'8""",55 kg,15,M/AM (R),0$,Promising winger,-,Right,Fairly Strong,Very Strong,0,-,-,-,-,,-,-,15,9,8,1,11,8,5,4,7,3,3,2,3,3,11,15,2,6,14,3,6,6,4,2,4,3,2,9,11,9,11,1,7,4,7,6,5,5,6,3,2,7,13,7,12,9,1,8,17,16,3,14,12,4,12,8,5,15,15,8,Level-headed
